question_id,image_id,llama_answer
5444325,544432,Teach
1744235,174423,Flock
3374985,337498,Chicago
2368665,236866,Moon
1422405,142240,Thanksgiving
5319955,531995,Curiosity
799205,79920,Samsung
3173305,317330,Business
1040025,104002,Moo
730455,73045,Donut
310495,31049,Golden retriever
1417555,141755,Seagull
1190885,119088,River
5197165,519716,Plaid
560365,56036,Read
1777145,177714,Carrots
1523605,152360,Long
5186045,518604,Daytime
3165225,316522,Jaki travel
2094685,209468,Pig
2522165,252216,Llama
212175,21217,Canning
2007395,200739,1940s
5348455,534845,Apartment
3395125,339512,Tags
1729955,172995,Pickles
2112945,211294,Fire
5030085,503008,Brahma
2889555,288955,Plate
4272455,427245,Pepperoni
2745495,274549,Very cold
5064835,506483,Paint
239815,23981,Stripes
1678545,167854,Floral
4936285,493628,Female
3295685,329568,Outside
4897985,489798,Picnic
2683715,268371,Air show
4602665,460266,Carrot
3496115,349611,Windsor
355265,35526,Home
1400765,140076,Tulip
4973755,497375,Gas
2701485,270148,Tabby
15915,1591,Crt
4803115,480311,20th
2275505,227550,Cold
5324265,532426,Lab
2794915,279491,Salad
309675,30967,Leopard
2037545,203754,Plastic
3625635,362563,Catcher
100085,10008,Window
5668245,566824,Air force
1371185,137118,Table
5121185,512118,Playful
5340415,534041,Old
3949415,394941,Safe
5090145,509014,Aspen
5470415,547041,Olives
5279605,527960,Sit
449645,44964,Grass
4444445,444444,Polo
3453805,345380,3 feet
2120585,212058,Conair
3804875,380487,Twin
2283095,228309,Rottweiler
4131725,413172,President clinton
3804935,380493,Batman
4150765,415076,Mortar
5715505,571550,Rose
2393515,239351,Anniversary
4436025,443602,Diner
804555,80455,Child
2047495,204749,10 feet
4553255,455325,Worship
4885735,488573,Asia
577035,57703,Poodle
4033335,403333,Dessert
1575815,157581,Grape
3763725,376372,Blow out candles
5329015,532901,Egyptian
2655965,265596,30 minutes
3309325,330932,2
2832685,283268,Ketchup
4560535,456053,Tracks
3609865,360986,Calf
5512435,551243,Rose
1008955,100895,Walmart
3953795,395379,Knobs
1636665,163666,None
1386535,138653,200
1328605,132860,Female
3420135,342013,Handle
4007285,400728,None
5036685,503668,Plaid
152595,15259,Lilacs
3581495,358149,Kite flying
3858425,385842,Daisy
3221745,322174,Roses
3559055,355905,Frisbee
3250555,325055,Ireland
1708935,170893,Ceramic
4603465,460346,Sun
1105975,110597,Acrobatics
1572615,157261,People
1938635,193863,300
5783435,578343,Chair
3291385,329138,Arabian
707915,70791,Parasail
1414685,141468,Grizzly
110515,11051,Wedding
1109615,110961,License
3906275,390627,Keep things cold
2918165,291816,Star wars
5100805,510080,Shoot
2612925,261292,Alp
3486545,348654,Cell phone
2081325,208132,Tomato
3993495,399349,Donkey
5371535,537153,Beach
5045805,504580,African
3231865,323186,Claw foot
2915095,291509,Checkered
2686205,268620,Polo
5700015,570001,200
1435765,143576,Bandana
5210985,521098,English
5427775,542777,Fried
858145,85814,Floral
4341295,434129,Maple
3649195,364919,Golden gate
5426765,542676,Arabian
2670355,267035,Bagel
3270385,327038,Meat
266115,26611,Boiled
1847785,184778,Yes
3786145,378614,Flatbread
2774985,277498,Equus
3770975,377097,Boston
209125,20912,Leather
3680415,368041,Pigtails
3831635,383163,Hauling
209725,20972,Polar
1043455,104345,Star
3731705,373170,Learning
3635275,363527,Guitar hero
4071625,407162,Mozzarella
4067445,406744,Outside
2332665,233266,Low tide
5205,520,Seagull
3849495,384949,Golden gate
2349285,234928,German
3491855,349185,Dumping
5728995,572899,Ganesha
990265,99026,Dolly
615075,61507,Saturday
3827295,382729,Serena williams
2739095,273909,Cleats
2367145,236714,Park
1531045,153104,12
4727325,472732,Cowboy
101385,10138,Blow
1348635,134863,Traffic light
4124715,412471,Airport
1743635,174363,April
5539125,553912,7 eleven
5566335,556633,Tempered
4276155,427615,Teddy bear
701925,70192,Sleep
1442525,144252,Bat
3795805,379580,Stone
5164085,516408,Remote
2879595,287959,Italian
4300025,430002,Paper plate
4689255,468925,Pork
5471365,547136,200000 pounds
4034215,403421,Lab
3624825,362482,Toaster oven
4466375,446637,Pelican
2248505,224850,Fire truck
2403295,240329,Lake
3712565,371256,Parrot
1298555,129855,Surfer
2887145,288714,Inorganic
1172375,117237,Finch
2750205,275020,Fry
5345165,534516,Sheriff
5686755,568675,10 minutes
1078005,107800,Ticket
4405005,440500,Hawk
3913005,391300,Volkswagen
2802115,280211,Chain link
3119285,311928,Small
3265935,326593,Dog
4566385,456638,Bob
140565,14056,Surfboard
1478975,147897,Selfie
1131855,113185,Baumringhausstr
4115965,411596,Star wars
242605,24260,Race
4469835,446983,Snowing
5539426,553942,To film
5539425,553942,Sunny
147735,14773,Fast food
1922005,192200,Leg
1972265,197226,Pilot
3084665,308466,Towel
4448175,444817,Umpire
2941825,294182,Kite
4541955,454195,Elephant
979945,97994,Pepsi
420705,42070,Destination
3794755,379475,Laptop
5591015,559101,High chair
1898115,189811,Spinach
1350575,135057,Soldier
104325,10432,Thomas jefferson
3857815,385781,Newspaper
2190755,219075,Refrigerator
2517525,251752,Star wars
4743885,474388,Added
2770895,277089,Oak
5311435,531143,Papilio
2943705,294370,Street
97725,9772,Drying
1450205,145020,100
143215,14321,Harley davidson
5307065,530706,Public
1116095,111609,Plaid
640165,64016,Crow
4338455,433845,Surfboard
1881925,188192,Man
2087935,208793,American
5443065,544306,Clock tower
4751595,475159,Wetsuit
4237155,423715,Horse race
4530015,453001,Clothes
4650925,465092,Hammer
711715,71171,Pickle
4227785,422778,Square
2338405,233840,Sandwich
5562485,556248,Ocean
5451555,545155,Saddle
1041085,104108,Pheasant
5284115,528411,Tub and shower
2525825,252582,Pilot
1914445,191444,Type
5611645,561164,Privacy
2413405,241340,Black
5479625,547962,Rainy
1100265,110026,Toothbrush
5347335,534733,Chair
3265105,326510,Hyundai
2157815,215781,0.25
447325,44732,Sparrow
887485,88748,Stone
5085825,508582,Rectangle
3125245,312524,Vanilla
3713645,371364,Tv
4556245,455624,Biker
5757195,575719,Won
2877255,287725,Very heavy
1331615,133161,Florida
2521795,252179,With hands
244585,24458,Fence
4105875,410587,Windows
3316865,331686,Event
2622745,262274,Surfer
1046695,104669,Lemon
121535,12153,Muslim
5480115,548011,Avalanche
5304615,530461,Watch
73865,7386,Garage
2210005,221000,Sick
3370555,337055,Tattoo
1412565,141256,New york
3867555,386755,Toilet paper
1054655,105465,Flight attendant
2261545,226154,Bus driver
4145785,414578,Homeless
2423015,242301,Queen
863175,86317,Horse racing
2518015,251801,Chocolate
836565,83656,Bull
5163165,516316,Lion
1431325,143132,Ride
4403875,440387,Very tall
4920515,492051,Tile
2386915,238691,Luggage
4566795,456679,Vegetable
1731835,173183,No
2278065,227806,Construction worker
2854185,285418,Tabby
1979185,197918,Brushing
3727565,372756,Parrot
4291745,429174,Cathedral
4394725,439472,Watch tv
3202185,320218,Eating
2899435,289943,Street
547125,54712,Tony hawk
2928195,292819,Spokes
3866505,386650,Bench
5643525,564352,Venice
937665,93766,Metal
4816285,481628,Swan
1576015,157601,Amazon
5085385,508538,Skateboarders
1496415,149641,Carrots
5273795,527379,Go
4568655,456865,China eastern
1558855,155885,Seagull
2836985,283698,Market
5278465,527846,Orchard
4637715,463771,Green
5364005,536400,Rottweiler
5538525,553852,Honda
864265,86426,Laptop
5707095,570709,Lg
648225,64822,Roof
512035,51203,Red
3688215,368821,Gothic
3262845,326284,Boogie
2690585,269058,Pitcher
3316465,331646,Light
3266585,326658,Cutting
3666115,366611,To play
1822365,182236,Macbook
618625,61862,Digital
4083645,408364,Massachusetts
1974995,197499,1919
1162525,116252,To control computer
5662495,566249,Brick
3832095,383209,Tv
1413435,141343,Teddy
4132755,413275,Blue
5690595,569059,No cubicle
59925,5992,Merino
1286695,128669,25
960755,96075,Dock
2322875,232287,Microwave
2984405,298440,Boeing 747
5231955,523195,Double decker
1103925,110392,Talking
2530365,253036,Sun
832175,83217,Fork
1651575,165157,Fallen
4052485,405248,Cactus
1933805,193380,Marina
5818315,581831,1863
3611405,361140,Victorian
1833905,183390,Female
441365,44136,Windsor
3286615,328661,Clear
378655,37865,Obesity
2946985,294698,1 foot
3163425,316342,Wood
5361665,536166,Field
543345,54334,Curtains
5445385,544538,Hot dog
3570245,357024,Wii
3064265,306426,Baker
5657425,565742,Yes
3982465,398246,Cross street
347545,34754,Right
1633095,163309,Sandwich
4674575,467457,Vitamin c
2261715,226171,Bottle
5229095,522909,Carpet
4228335,422833,Hp
3048535,304853,Outside
3069725,306972,Child
80655,8065,Swinging
2570845,257084,Ollie
4626875,462687,46
5462455,546245,Vase
4107125,410712,School crossing sign
4527765,452776,Cellular
1241355,124135,Immune system
4964025,496402,Chess
349155,34915,Healthy
4528665,452866,Anniversary
2652005,265200,Sausage
4387075,438707,Fish
857645,85764,Lettuce
4655505,465550,Rectangle
1405565,140556,Safety
4773055,477305,Marathon
3755035,375503,Desk
3843375,384337,Hospital
4265785,426578,Heart rate
45515,4551,Children
3793325,379332,Wimbledon
2513435,251343,Overhead
4609725,460972,Lake
921455,92145,Dairy
5020125,502012,Fiber optic
5714375,571437,Vegetable
4593965,459396,Milk
4148525,414852,Concrete
1824415,182441,Watching
967555,96755,Grilled
2938325,293832,Family
3438525,343852,Fedora
1201295,120129,Tabby
5367085,536708,Grilled
2489535,248953,Rail slide
2840285,284028,Reading
2350935,235093,Right
1158235,115823,Frisbee
2554835,255483,Cutting
4255265,425526,Grilled
990535,99053,Soy
4972995,497299,Low tide
3614305,361430,Boiled
2316555,231655,Boat
4171445,417144,Produce section
3948925,394892,Tony hawk
1655475,165547,Lot
1056225,105622,Rainbow
2565905,256590,Palau
477695,47769,Shutter
3911425,391142,Tulip
4860465,486046,Giraffe
5789675,578967,100 mph
3479825,347982,1817
2751115,275111,Texting
2938045,293804,Yes
355045,35504,Wii
1373625,137362,Paddle
4172655,417265,Wet
2608235,260823,Cow
3625215,362521,Neon
4322585,432258,5 years
5705795,570579,Yes
1460425,146042,Zoo
4054325,405432,Tv
2425135,242513,Steel
898985,89898,Kickflip
2315805,231580,Holstein
3370655,337065,Beef
3859125,385912,Golden retriever
44955,4495,Plaid
3238535,323853,On apples
834085,83408,Hawaii
4039195,403919,Transport horses
1494705,149470,Grind
5504315,550431,Father son
5607445,560744,Books
1118065,111806,Cat in hat
3551695,355169,Train
3301225,330122,Cross legged
3052685,305268,Singles
2815825,281582,Shipping
3727945,372794,Bmw
2407425,240742,"Lettuce, bread, eggs"
722385,72238,Happy new year
4504585,450458,100
2134575,213457,Sun
3866615,386661,Sitting
5346735,534673,1960s
1351165,135116,Golden retriever
1035095,103509,Houseplant
2031105,203110,1890
5189085,518908,Take pictures
4732105,473210,Game
4038625,403862,Thomas
4183005,418300,Light
3366585,336658,Gas
4445765,444576,Convertible
2675155,267515,Colgate
123435,12343,Evel knievel
5392265,539226,10000 feet
2369145,236914,They are stuffed
2407315,240731,Pizza
3987265,398726,Carriage
352695,35269,Metal
3992965,399296,Grill
3874635,387463,Round
237815,23781,Carrot
4665315,466531,Sparrow
4711755,471175,Lady gaga
3225745,322574,Fried
1026655,102665,Very tall
4525665,452566,Mountain
2250145,225014,Bmw
1257825,125782,Powdered sugar
1044945,104494,Lottery
3919335,391933,Polo
5536695,553669,Central park
3508555,350855,Make wish
161645,16164,Dalmatian
1366245,136624,Waffle
2641555,264155,Party
2467175,246717,Ford
4779495,477949,Flower
5555715,555571,Twin
2637005,263700,Ride
2539305,253930,$10
2147535,214753,Shoes
3389035,338903,200
123335,12333,Stadium
4479915,447991,1960s
4405545,440554,Defense
1241165,124116,Purr
81905,8190,Hawaii
3012665,301266,Food
3771135,377113,Bud light
3664215,366421,Gibson
5399385,539938,Train station
1110545,111054,7
768665,76866,Horse
103865,10386,Business
3108585,310858,Grind
2806235,280623,Sweater
1076415,107641,100 ton
1073065,107306,Oars
5288215,528821,Appetizer
4412455,441245,Show
3355895,335589,Teddy bear
606415,60641,Domino's
3686485,368648,Urban
1473865,147386,Denim
2931665,293166,Jewelry
3888465,388846,Miami
1382715,138271,Toast
5535765,553576,Unhealthy
5216135,521613,Relax
5120705,512070,Motorola
3123405,312340,Fall
3478195,347819,Meal
1602435,160243,Left
2309365,230936,25
4147115,414711,Time
3825125,382512,1948
1907535,190753,Chess
5340365,534036,School bus
5675525,567552,Play
4581095,458109,Passenger
4649115,464911,Poppy
5465845,546584,Chain link
5492325,549232,Gold
223415,22341,Mirror
2454325,245432,100 mph
93955,9395,6
243865,24386,Heart
5084405,508440,Bad luck
3409465,340946,Ball
3677325,367732,Vanilla
821575,82157,1938
1385505,138550,1901
4118665,411866,Locomotive
3251145,325114,Mop
611015,61101,Johnny depp
2018255,201825,Baker
1608115,160811,Print
4611725,461172,Carrot
5172495,517249,Shingle
1561045,156104,Baptist
4075285,407528,Palm
5769395,576939,Scissors
3144955,314495,Herbivorous
3584945,358494,Barn
3653055,365305,Pepperoni
4767155,476715,Toilet paper
216885,21688,Redwood
1486205,148620,Apple
543585,54358,Hindu
596145,59614,Pasta
3702855,370285,Recycle
884625,88462,Concrete
744575,74457,Pier
828215,82821,Pond
5462925,546292,Big ben
3586585,358658,Tv
3681935,368193,Wiper
5537905,553790,Pigeons
3913715,391371,Sit
3333715,333371,Commercial
4426675,442667,Tow
5358085,535808,Read
3915885,391588,Vegetarian
2306615,230661,Sidewalk
393575,39357,Green
5686115,568611,Legal
4198165,419816,Black
5491825,549182,Tusk
200705,20070,Dry hair
3888735,388873,Stop
241955,24195,Thick
2142935,214293,Eye
4482595,448259,Texting
1122695,112269,Ketchup
5249625,524962,Skateboard
880215,88021,Sports car
4711545,471154,Construction
3089475,308947,100 feet
2400825,240082,Birch
575505,57550,Snotgirl
2154245,215424,Cat
4237405,423740,30 years
1819625,181962,Horseback riding
5515505,551550,Broccoli
773455,77345,Oak
5079755,507975,Horse racing
3564785,356478,Memory
2878305,287830,Very heavy
3758105,375810,Tie
2650505,265050,Knit
5528425,552842,Pitcher
4408405,440840,Nike
4494805,449480,Hand-eye coordination
854815,85481,Cafeteria
3641575,364157,Closet
4528465,452846,Cutting
5612085,561208,Sitting
1048015,104801,Piano
553955,55395,Take picture
2325505,232550,Gas
4982865,498286,Dog food
3184265,318426,Cost
3181465,318146,Arabian
4284525,428452,Ham
807375,80737,Motorcycle
1679645,167964,Moon
859265,85926,Omnivore
2889445,288944,Beginner
2567695,256769,Hot dog
4921965,492196,Tugboat
5075365,507536,Restaurant
4656755,465675,Fishing
1762885,176288,Goalie
4250045,425004,Both
2372075,237207,Truck driver
1594635,159463,Sit
104495,10449,Ivory
2070565,207056,River
977545,97754,Flyer
4326475,432647,Hawthorne
210885,21088,Wool
5613145,561314,Scissors
160305,16030,Drinking
2798775,279877,Silk
2054515,205451,Africa
2817595,281759,Triangle
4159615,415961,Dog food
1725475,172547,Glacier
174825,17482,Green and white
1521765,152176,Arch
4629785,462978,Bird
181115,18111,First base
5588545,558854,Beans
2841525,284152,Mississippi
1137015,113701,Blanket
1246075,124607,Shower
602025,60202,Collie
454635,45463,Ride bike
2765855,276585,Charlotte
4844505,484450,Motorcycle
3326275,332627,Wilson
4437235,443723,Microsoft
734455,73445,Pleasure
4139715,413971,Ketchup
3463345,346334,Yellowstone
4791295,479129,Chef
1160465,116046,Tv
4994805,499480,Microwave
4015505,401550,Show bike
2986225,298622,Volume knob
5344565,534456,Eating
5382365,538236,Hot dog
3345115,334511,Tropical
450705,45070,Walk
5246945,524694,Eating
2002965,200296,Mountain
510895,51089,Traffic
91755,9175,Tiger
511575,51157,California
2970175,297017,Water
5050355,505035,Tray
4195605,419560,Size
3729835,372983,Collar
2646545,264654,Vacation
1928385,192838,Shark
2534085,253408,Light bulb
1769015,176901,Skis
5539985,553998,Fence
5401595,540159,Radiator
4553815,455381,2 minutes
1111175,111117,Crow
4763395,476339,13
221585,22158,Tile
5212365,521236,Forest
1835005,183500,Biplane
3065245,306524,Notre dame
2473175,247317,Dinner
5201095,520109,Cumulus
4580525,458052,Tree
3007325,300732,Dry
3598555,359855,Travel
2820376,282037,Pitcher
2820375,282037,Run
678965,67896,Watch
4070725,407072,Fireman
5013855,501385,15 months
659825,65982,Ray ban
2958575,295857,Ivory
1483295,148329,Ray ban
5404985,540498,Oranges
672525,67252,Ollie
3429295,342929,Hawaii
1252425,125242,Pepperoni
3630725,363072,Tall building
773515,77351,Ashburton
4560125,456012,Happy
5652695,565269,Bus
2023295,202329,Stop
5196735,519673,Steam
2169445,216944,Braids
2132765,213276,Recessive
1999275,199927,100
4752235,475223,Eating
685465,68546,Blackberry
517415,51741,Light
4385605,438560,Because it uses a lot of gas
1084315,108431,Hotel
1066175,106617,Pizza shop
3158415,315841,22 months
4549785,454978,Harley
3995425,399542,Grass
4106705,410670,Ivy
3329145,332914,Hispanic
3311625,331162,Projector
3448445,344844,Soil
2444015,244401,Salad
706855,70685,Drinking
4737745,473774,Low
144705,14470,Wild
4441265,444126,Tide
302705,30270,Bath
982615,98261,Finch
5756375,575637,Adjusted exposure
5736055,573605,Wine
4010045,401004,Bar
2621615,262161,1970
1839495,183949,Bamboo
4222405,422240,1846
2335565,233556,Eye
705895,70589,Alligator
2021785,202178,Fruits
4270345,427034,Windows
2112605,211260,Fire
5682025,568202,Asian
3412965,341296,Tell time
741355,74135,Cutting fish
3381465,338146,Tile
5064895,506489,Evening
1563025,156302,Grocery
1737375,173737,Wright brother
5098225,509822,Spokes
1449415,144941,Toilet
2914125,291412,Climb
5238695,523869,Cafeteria
3926425,392642,Below
3966935,396693,Small
177145,17714,Stomach
5604405,560440,Intersection
1858075,185807,Cheerios
2829805,282980,Low
2544915,254491,Cannondale
1421895,142189,None
4206105,420610,Buffet
3951305,395130,Concrete
3105325,310532,Wash
5665505,566550,Chilly
5705735,570573,Sony
202685,20268,Glass
201775,20177,Round
2269595,226959,Right
5393865,539386,Kite
5031975,503197,Rosa parks
4623865,462386,Sandwich
1530385,153038,Pilot
3957455,395745,Floral
4571315,457131,Shuttle
1688375,168837,Hotel
1047015,104701,Grass
1269585,126958,Spray paint
4154615,415461,Children
4091785,409178,Mountain
1376825,137682,Foam
4686045,468604,African
2135255,213525,Glazed
3223695,322369,Soup
2816935,281693,One world
2635885,263588,Antarctica
5147975,514797,Lighthouse
1130405,113040,Chocolate
5024195,502419,San diego
3443145,344314,To keep animals safe
3440295,344029,Engine
2966765,296676,Canopy
1288495,128849,Trunk
4822255,482225,Fries
4646825,464682,Roast beef
1193085,119308,Jumped
3685595,368559,Delivery
4814045,481404,Wood
671255,67125,Riding
3685815,368581,Strawberry
5073185,507318,Kiwi
1497835,149783,Cowboy
3230005,323000,Stop
5272485,527248,1
4994285,499428,Transdev
327245,32724,16 feet
1271205,127120,Concert
970365,97036,Elmo
4788125,478812,Cutting
4521225,452122,Wright brother
995465,99546,Winnie pooh
3955505,395550,Halloween
1799545,179954,Tweety bird
4964505,496450,To ride
5816545,581654,Ewe
3790705,379070,Fire hydrant
5037075,503707,Unsafer
4795865,479586,Shelf
5384635,538463,Thomas
4863605,486360,1898
1729355,172935,Cold
2068315,206831,Bulldog
5571275,557127,Smog
3882585,388258,Airplane
698605,69860,Fall
369425,36942,Cat food
5641295,564129,1900
5602355,560235,Castro
2041625,204162,Tony hawk
613155,61315,Flour
293935,29393,Lab
5291225,529122,Chinese
3888295,388829,Petting
5252475,525247,Facebook
1833645,183364,Google
3773935,377393,Clock
4351795,435179,Tropical
1433465,143346,Catcher
3982205,398220,Delivery
3741565,374156,Teddy bear
1291865,129186,Tennis court
4355695,435569,Birds
1454485,145448,Transportation
1000835,100083,Grill
206295,20629,Police car
1475455,147545,Open concept
3734405,373440,Travel
4696875,469687,Hummingbird
60745,6074,Truck
3451395,345139,Guinness
1103895,110389,Human
2459835,245983,Usa
257585,25758,Turkey
5553875,555387,3 months
3834205,383420,Tv
5264865,526486,Citrus
473165,47316,Light
962415,96241,Full sized
1802745,180274,Grocery store
2664005,266400,Japan
4096305,409630,Bluetooth
181495,18149,Peta
1725995,172599,Baggage
3248455,324845,Mayonnaise
5061515,506151,Dog
3034135,303413,Selfie
1879895,187989,Smoke
4092115,409211,Points
2257215,225721,Scientist
959395,95939,Line
695535,69553,Train
3863705,386370,10 years
3551435,355143,Sleep
4414725,441472,Intermediate
3953445,395344,2001
4061825,406182,Hans sachs
3403985,340398,Airplane
5240615,524061,Skate park
2994935,299493,Transportation
3552635,355263,Rope
4366365,436636,Pacific
4042295,404229,Accident
5740635,574063,Selfie
1989435,198943,Fire truck
5468265,546826,Sharpie
1573215,157321,Snowy
3475585,347558,Kenmore
270095,27009,Small
4058155,405815,Stop
2247775,224777,Trunk
1858375,185837,Tusk
4499765,449976,Bottle
1528665,152866,Cheese
1890675,189067,Grind
1762115,176211,Barbecue
1508755,150875,Sitting
1019695,101969,Model
337535,33753,Tv
1150605,115060,Benjamin franklin
2775185,277518,Canoe
3862045,386204,Skateboard
964595,96459,Duck
2356635,235663,Rockies
1023315,102331,Dirt bike
5283995,528399,Bread
2791365,279136,Go
3766035,376603,Lighter
4302545,430254,Baa
3900685,390068,500
655675,65567,Yes
2506805,250680,Crane
331315,33131,Alexander graham bell
5625075,562507,Deep dish
485545,48554,1891
1832175,183217,Fry
5018555,501855,Silver
817985,81798,Ski resort
3136235,313623,Cdl
5518115,551811,Restaurant
4507905,450790,Hawaiian
3473675,347367,Airplane
1846135,184613,Farm
3917285,391728,America
1752445,175244,Ford
3030265,303026,Bench
2763815,276381,Bracelet
4016535,401653,Warthog
3163975,316397,Pitch
2832545,283254,Yes
2837435,283743,Rectangle
5037905,503790,Not safe
5127295,512729,Sauce
3796055,379605,Plane
1280145,128014,No
2775215,277521,Go
2382725,238272,African
1705955,170595,Egg
3957175,395717,Passenger
4667875,466787,Apples
3802995,380299,Pink
1538325,153832,Trolley
3840385,384038,Steam
3867075,386707,Canon
3294215,329421,Nike
2105015,210501,Passenger
5031015,503101,Anger
4415865,441586,To ride on sand
1979975,197997,Van
1843595,184359,Wright
328885,32888,Nintendo
790345,79034,Water
3809515,380951,Bananas
1889185,188918,1804
1276235,127623,Fruit
441715,44171,Flour
5594405,559440,Cleaning
1322105,132210,More
3918255,391825,Ewe
890325,89032,Rainy
2729555,272955,Sneakers
5358585,535858,Cutback
5473005,547300,Hit
3627795,362779,Silver
2064115,206411,Flush
5107195,510719,Garbage
1824015,182401,Butterfly
1567405,156740,Bake
4583385,458338,Rose
1323165,132316,Dunkin donuts
5789745,578974,On
4855325,485532,Old
667115,66711,Love
195445,19544,200 watts
4561275,456127,Metal
520875,52087,To drink
1560765,156076,Large
3569375,356937,Ski poles
2576855,257685,Wood
1598315,159831,Mozzarella
4990075,499007,Lion
3992845,399284,Shark
2265795,226579,Nike
2673435,267343,35 mph
278745,27874,Passenger
4565255,456525,Warm
3825545,382554,Motocross
147565,14756,He shouldn't do this because it is dangerous
4181095,418109,1
3461545,346154,Cow
4731335,473133,Surfer
2339945,233994,Sailboats
4494285,449428,Bull
4412935,441293,School
2986495,298649,Honda
4648945,464894,Harness
412715,41271,Blue
5173185,517318,25 years
5414855,541485,Tusk
5442015,544201,Tie it
4807265,480726,Serena williams
2924285,292428,Yes
5353135,535313,Raspberry
4703185,470318,Grilled
531205,53120,Yellowstone
2302655,230265,Unhealthy
5275065,527506,Recreational
4897395,489739,Ikea
3005095,300509,Samsung
68475,6847,Male
4999035,499903,Flowers
2441975,244197,Djing
3719995,371999,Window
5330695,533069,Station
704785,70478,Read
5817265,581726,To scratch
759235,75923,10
573455,57345,Spots
3287865,328786,Maple
3388405,338840,Serta
3578245,357824,Duck
2831315,283131,Bathroom
3909545,390954,Chocolate
5200775,520077,Library
4561435,456143,Carrot
1843885,184388,Benjamin franklin
3216655,321665,Seth thomas
5227135,522713,Cumulus
350745,35074,Cat
4166685,416668,Fish
4111845,411184,London
5807785,580778,Clay
1875435,187543,Exercise
812745,81274,3
223045,22304,Crest
29725,2972,Dc
3169955,316995,Surfer
2225595,222559,12:00
2183625,218362,13:13
3601705,360170,Dining room
3363205,336320,Chicago
765885,76588,Siamese
21715,2171,Pacific
81705,8170,Microwave
5263535,526353,Airplane
1979155,197915,Blue jay
1759945,175994,Boxcar
4515015,451501,Chevrolet
3711555,371155,Thomas telford
5641975,564197,Mexican
228505,22850,Navy
5137935,513793,2 hours
4607325,460732,Beach
331165,33116,Green
5020635,502063,Flowers
4677265,467726,Tomato
3531805,353180,To move it
3894045,389404,Female
4063325,406332,Grizzly
3747275,374727,Elevator
1606615,160661,Roman
2605105,260510,Decoration
3233275,323327,Plastic
760295,76029,1800
2684135,268413,Thanksgiving
1266575,126657,100
1998495,199849,Horse
779975,77997,Shirt
2175225,217522,Hot dog
2985865,298586,Unknown
4927585,492758,Square
561275,56127,Galley
4350755,435075,Love
1656975,165697,Transportation
5771825,577182,Birdman
5461265,546126,Fluorescent
2390055,239005,Steamed
118875,11887,Car
4552905,455290,Elephant
5016145,501614,Pacific
2937495,293749,Spring
304555,30455,Light switch
3001555,300155,Sparrow
2963035,296303,Lady and the tramp
4742725,474272,Excited
2043815,204381,Coca cola
757195,75719,Seed
609925,60992,Girl
4098565,409856,Safety
4557725,455772,Denim
33825,3382,Navy
3545075,354507,Cotton
5004715,500471,Calico
5194755,519475,To make it look more appetizing
5194756,519475,Lunch
5725745,572574,Pond
4262415,426241,Talk show
3313865,331386,London
3305155,330515,Right
5559005,555900,Toaster oven
2426105,242610,Bedroom
3322055,332205,Construction site
907245,90724,Grocery store
3235765,323576,Wind
1897735,189773,Double decker
361495,36149,Chess
1843695,184369,Dusk
4671975,467197,Backpack
4987335,498733,No
4314395,431439,Scissors
4386285,438628,4000 years
3713305,371330,Nylon
1949565,194956,Moseley leitzig
1823695,182369,Coca cola
2210955,221095,Vacuum
4169685,416968,Parking
422795,42279,Ostrich
4161055,416105,Williams
5706645,570664,Shoes
284995,28499,Do not enter
2600205,260020,Brakes
3916425,391642,Umbrella
2449095,244909,Queen
5668235,566823,Trumpet
90775,9077,Monkey
3147925,314792,Samsung
2668475,266847,Manmade
3767935,376793,Laying down
2723575,272357,Backhand
1709605,170960,Bronze
4770425,477042,Accordion
5650315,565031,Skyscraper
1276695,127669,Skill
4846275,484627,Sleep
1387305,138730,Sand
4897455,489745,Mexico
2030855,203085,Store
5701105,570110,French
1240135,124013,25 years
1976525,197652,Parrot
177415,17741,Church
15995,1599,Clay
5638165,563816,Bake
313225,31322,Swan
1251295,125129,Cloth
2641245,264124,1973
64735,6473,Mj
4536495,453649,Savannah
5601115,560111,Station
5644195,564419,Chinese
1907005,190700,Teddy
3107355,310735,Racket
2802425,280242,Vacuum
5670135,567013,200
4907205,490720,Panda
4194085,419408,Bench
5197285,519728,Polo
371095,37109,French
239955,23995,Cargo
3085045,308504,Eggplant
3127465,312746,None
1853665,185366,Farm
5419655,541965,Soda
1413345,141334,Cell phone
4079035,407903,Standing
131595,13159,Water
378825,37882,Mets
5710595,571059,Shark
3830185,383018,Cherry
834625,83462,Apple
2203445,220344,Zebra
3283165,328316,100
5221565,522156,Baked
2078985,207898,100
706265,70626,Flour
5420955,542095,Hilton
2374875,237487,Chicago
3007255,300725,Seed
3285515,328551,Europe
3889025,388902,Cardinal
3157695,315769,On top of building
2141275,214127,North face
4438445,443844,Tony hawk
3604805,360480,Elbow
5422055,542205,Pigeon
2331875,233187,Hairbrush
1574695,157469,Nintendo
2842795,284279,Blue jay
2053005,205300,Honda
2359025,235902,Squirrel
4080495,408049,Beginner
2617965,261796,Past
3758925,375892,Police
1747405,174740,Donuts
1157095,115709,Toilet
67205,6720,Chandelier
803695,80369,Chocolate
3985675,398567,Business
3574325,357432,Clock
4753965,475396,Snowboard
3162585,316258,Rowing
4830745,483074,Cats
3525495,352549,Louis vuitton
